	iTRAQ8.113	iTRAQ8.114	iTRAQ8.115	iTRAQ8.116	iTRAQ8.117	iTRAQ8.118	iTRAQ8.119	iTRAQ8.121
P43246	-0.601923427846051	-0.00668342927661316	0.378274409211842	-0.818526524537546	0.068178272821548	-0.0691096106681055	0.904829211188282	0.859532923737174
P46087	-1.20318603080013	-0.399506231693049	0.0344657022695377	-1.40587816551493	0.0380359776511537	-1.2985733974249	-0.385375748461856	0.868427522607325
P46940	-0.707875790854302	-0.238342724519047	0.252162840935883	0.0655542303983215	0.617262026845855	0.110668361943075	-0.237028033415287	0.169640160697753
P47897	0.423661068534438	1.40560725250574	1.97740763389402	0.117723680071677	0.275119463563854	1.20270340821225	1.16756432357969	1.65175680646798
P48643	-0.488399999928718	0.195632475364665	0.707290558803893	-0.965198715076489	-0.301394899752318	-0.908429442739076	0.386887054661419	0.75129370569283
P49662, P51878	0.437238102080626	0.329187680504772	0.773722206069319	-0.221382677523337	-0.736638767353703	0.598615901858089	0.438960658766357	-0.155519254061179
P49736	-1.30576303063261	0.402496763507596	0.812664267603347	-1.04902171726274	0.999168577327692	0.724258003759379	1.45960811306689	2.05971942555148
P49915	-2.01698539393534	-0.807531450757766	-0.0154092789902673	-1.97863051772871	-0.920618874903672	-1.34743307821142	0.37927453513379	0.365786212824322
P50135	2.08784629025033	1.66327772471199	3.14311948839284	-0.0908370106548371	0.278232811472275	0.547538142119098	0.500752820793403	0.00603102018474216
P50453	0.800158595672599	1.44517020756155	1.27080814271857	-0.280119658266665	0.881360611412601	0.660228172012324	3.6980765629973	2.04490400867306
P50552	-0.882851962367283	-0.0151712750472708	0.269100926053675	-0.305050680432874	-0.639706226591402	-0.114287133094907	-0.3343703645014	-1.47609683216993
P50851	0.207905733150692	0.733266912411626	0.72690358833594	-0.436838514597668	0.523494498428322	0.220962862772714	-0.367791288837927	1.05114755540783
P52272	1.49530970616632	3.1457560905665	3.2373418585799	2.2793541211528	2.73157127585448	1.99396553706235	3.09212855521802	3.38463474913906
P52789	0.21917009983174	0.768122800347276	1.67351217487925	0.783263757808841	0.981936057670241	1.10880422553136	1.00532098302129	1.14165910178217
P53396	-0.745095599831016	0.61030963051615	0.965523251654656	0.471684479714775	-0.58890954936986	0.451778293148047	1.25948799629236	1.77296241943643
P53634	-0.806305887958292	-0.479258291816247	0.687014731319638	-0.434887423728025	1.72180486608767	1.18361375483643	0.0733557233773457	2.7115814482358
P53675, Q00610	1.12583372913315	2.29033557638261	2.47745950315153	1.59074821598857	0.946174289515686	2.66676185843504	2.1450820278688	2.30901051652646
