"","Control","Control","Control","Control","Treatment","Treatment","Treatment","Treatment"
"Q96S44",-0.9229573504465,0.308927700083538,0.0802605809392718,-0.938617581619201,-0.0293169885358031,0.378701071797873,0.365600427948475,0.757402139832348
"Q99459",-1.41090356076242,-0.112562487218565,0.368841442314682,-0.989519683118164,0.312956533575146,0.540508359953148,0.75358769528696,0.537091699969217
"Q99623",-1.46606829201068,-0.00331973148047782,0.419673331434989,-0.642635188577556,0.479051317779827,0.187330477429252,0.226667705864496,0.799300379560154
"Q99715",-0.929081382516419,0.0576063495005981,-0.634059538849837,-0.628416053721594,-0.103506439982115,0.759250842988519,3.10435787226149,-1.62615164968064
"Q9BQ04, Q9BWF3",-1.27507581408799,0.337585609203706,0.437057540299757,-0.69792198163479,0.2472074362648,-0.136097796473911,0.563229126359893,0.524015880068534
"Q9BSJ8",-0.425403493488185,0.482321338275225,1.3094482781306,-0.396744608256455,-0.550798715693604,-0.750833466462557,0.315561808134475,0.0164488593605046
"Q9BUJ2",-0.715552197765115,0.237566838595581,0.514061069803244,-0.307579320018013,-0.419676048658681,0.195283677615096,-0.0869721905556342,0.582868170983521
"Q9BUQ8",-1.64575384145523,-0.034014290507149,0.574625756917968,-0.462252781207565,0.0642284723431046,0.00991376342657535,0.28469634931249,1.2085565711698
"Q9BV44",-0.208878942746792,0.395707326272922,-0.039560595809756,-0.72373233872051,-0.209483738670539,-0.104286114489986,0.769130775726495,0.121103628438165
"Q9BW04",2.70839133220384,-0.311762460403167,0.042016322512834,1.32512036813081,-1.95478140647282,-0.871269194552888,-0.681948578064594,-0.255766383354013
"Q9BXJ9",-1.28117049221528,0.341289398161441,1.24303670909459,-3.48118450611729,-0.483387075209734,1.47440485552775,1.08141399531825,1.10559711544026
"Q9BYC9",-1.21456018406863,0.541453046286671,0.823095582321458,-0.629216890472065,-0.489616012626958,-0.373952319417257,0.380262215324221,0.962534562652558
"Q9H0C8",-1.09467197311588,0.4600163737893,0.287093311115496,-1.30592345352822,0.527171454975659,-0.515108806097856,0.163495839005233,1.47792725385626
"Q9H0D6",-0.345292976619967,0.738165213805849,0.437295566695574,-0.189056489308512,0.374468143746397,-2.20227479876035,0.414762883496352,0.771932456944659
"Q9H2P0",-0.293468198389828,0.406128334044457,0.305189430655449,-0.537858894805753,0.532783239932701,-1.6259601702409,0.389341887944247,0.823844370859629
"Q9H3K2",-0.966685172189023,0.968030775790385,0.495211201187596,-0.295138021801101,0.359921513466981,-0.468586292742978,-0.155560622766918,0.0628066190550558
"Q9H583",-1.58483504865502,0.0708115754747207,0.0407975903425255,-1.48300049444678,-0.200324805806672,1.76078593667851,0.695894375418017,0.699870870994702
"Q9H5N1",0.614888122739257,-0.402876007968921,0.682122728170901,0.210519438225114,-0.346423446929388,-0.0279610819682454,-0.857575774294592,0.127306022025875
"Q9HBL0",-0.453711917261047,0.650734614929413,-0.776886152678772,-1.23450523916917,0.196034048572099,1.07815232555392,1.2685094885882,-0.728327168534642
"Q9NPQ8",-0.458713004883905,0.370509517681131,0.551060217169927,-0.771350106925097,-0.27333528030156,-0.215884219887443,0.420890994826271,0.376821882320676
"Q9NUU7, Q9UMR2",-0.584364423840144,0.606615908632043,1.18004364353977,-1.58151073160995,-0.40753421740185,-0.430947894697845,0.362135781770534,0.855561933607437
"Q9NVP1",-1.99533366617179,0.296197619585559,0.543276886327372,-2.3066760868898,0.518667299623892,0.901319333398761,0.691011821176829,1.35153679294918
"Q9NYL9",1.10657909022346,-0.153399725958098,0.20083509243159,-0.505728031191262,-0.62673072405446,-0.184823392919575,0.0490707850108758,0.11419690645747
"Q9NZJ7",-0.541063912535222,1.12161881019109,0.717504031718522,-0.675631285043264,-0.609465713695233,-0.350244538315286,-0.116923674516955,0.454206282196348
"Q9NZM1",-0.428313327251129,0.699502097631715,1.0289634929649,-0.949118035001075,0.311854700139704,-0.841001440989483,0.0126739924856478,0.165438520019716
"Q9P0M6",-1.02520045840485,0.699163577634523,1.14496480735665,-0.656383571039024,-0.249257359750008,-0.288518542301448,0.308129910202041,0.0671016363021102
"Q9UBX3",-0.0693018402758665,0.366004436365214,0.113202320750012,-1.6336048694495,-0.627046456213729,0.901070773196333,0.397887325638036,0.551788309989497
"Q9UDY2",-0.944902931583774,0.715700783622425,0.564300058069366,-0.0952120089211812,-1.25407504349931,-0.172238020615647,0.273562743450422,0.9128644194777
"Q9UHL4",-0.911576143434705,0.515104530707664,-1.88590451105751,-0.265636496310687,0.512544833624808,0.234592469530107,0.213981168556615,1.58689414838371
"Q9UIA9",-0.678261032832128,0.0605083241719835,0.720078960157255,-1.26622346828837,0.143762152673662,0.0906822847528637,-0.537620486665649,1.46707326603039
"Q9UJS0",-0.463845436713837,-0.312988307800305,0.113408380794054,-0.440027042401126,0.300738414182886,0.264210641243303,-0.189529414142805,0.728032764837829
"Q9UJX3",0.101152575307758,0.109166330267744,-0.0835669172413933,1.16362932102449,-0.0928657843345158,-0.435331397458983,0.841533872388062,-1.60371799995316
"Q9UK45",-0.598339672922793,-0.049749882345437,0.20713447398288,-0.219134065913412,-0.37582040838598,0.113876063190311,0.506464711325817,0.415568781068614
"Q9UPN3",-1.03637940631149,-0.460847739490488,0.35052553462914,-0.188307506561187,-0.631885910697251,0.00624169775358929,0.253032678674922,1.70762065200276
"Q9Y2B0",0.329573292831594,-0.132481382067324,0.574290654051829,-0.971047843066438,-0.273637269743506,-0.00744892339659797,-0.280728940209726,0.761480411600169
"Q9Y315",-0.797034677534747,-0.222613953116339,0.210821180786599,-0.72960558992963,0.354562585627411,0.897797985236655,-0.351506509437039,0.63757897836709
"Q9Y3A5",-0.862731820905597,0.0305215803028727,0.0429297342159325,-0.572683842782437,-0.0768866973535269,-0.0371099597408713,0.455965543991927,1.0199954622717
"Q9Y3I0",-1.223608646326,0.11720500833925,0.396207065043013,-0.691151901486009,0.08353949945201,-0.114264788282977,0.526873872959304,0.90519989030141
"Q9Y6C2",1.56116070214768,0.249446294411166,-1.50960771847734,-1.6572529975883,1.10682464602181,1.26641464467684,1.93744495473757,-2.95443052592942
